Transaction_ID,Region,Department,Quarter,Units_Sold,Unit_Price,Revenue,Cost,Profit,Profit_Margin,Year
69,West,Clothing,Q4,23,42.21,970.83,619.0316343300568,351.7983656699432,0.3624,2024
70,South,Books,Q3,11,39.4,433.4,389.28649043343245,44.11350956656753,0.1018,2024
71,South,Sports,Q3,20,49.46,989.2,648.8400341269521,340.35996587304794,0.3441,2024
72,South,Sports,Q4,21,56.19,1179.99,903.1313011502505,276.85869884974954,0.2346,2024
73,North,Books,Q1,14,58.25,815.5,440.59102031670227,374.90897968329773,0.4597,2024
74,South,Clothing,Q4,15,7.27,109.05,68.08750492284153,40.962495077158465,0.3756,2024
75,North,Sports,Q2,22,48.44,1065.6799999999998,908.8348603627983,156.84513963720156,0.1472,2024
76,South,Books,Q4,14,23.26,325.64000000000004,229.3208281653958,96.31917183460425,0.2958,2024
77,West,Clothing,Q4,19,63.36,1203.84,999.2412497769434,204.59875022305653,0.17,2024
78,West,Books,Q1,18,59.33,1067.94,537.2419424300349,530.6980575699652,0.4969,2024
79,East,Books,Q4,25,34.01,850.25,651.6794876059822,198.57051239401778,0.2335,2024
80,West,Sports,Q3,15,51.33,769.9499999999999,477.34691141908235,292.6030885809176,0.38,2024
81,East,Clothing,Q1,16,19.95,319.2,269.5039559631627,49.69604403683729,0.1557,2024
82,West,Sports,Q3,22,56.55,1244.1,1091.845349611028,152.25465038897187,0.1224,2024
83,North,Electronics,Q1,16,56.77,908.32,703.9912187415441,204.32878125845593,0.225,2024
84,West,Electronics,Q2,14,61.37,859.18,479.7931932358784,379.38680676412156,0.4416,2024
85,East,Clothing,Q2,18,59.32,1067.76,733.8104962952126,333.9495037047874,0.3128,2024
86,East,Books,Q2,19,41.92,796.48,546.2245116797756,250.25548832022446,0.3142,2024
87,South,Sports,Q4,22,34.57,760.54,632.860054654778,127.679945345222,0.1679,2024
88,North,Sports,Q2,14,39.56,553.84,378.9629467229743,174.8770532770257,0.3158,2024
89,West,Clothing,Q1,16,48.12,769.92,487.4008939720901,282.51910602790986,0.3669,2024
90,South,Clothing,Q2,23,31.04,713.92,531.5424444926974,182.37755550730253,0.2555,2024
91,West,Electronics,Q1,11,44.81,492.91,374.0363206352423,118.87367936475772,0.2412,2024
92,West,Home,Q3,26,44.81,1165.06,959.9851778968255,205.07482210317448,0.176,2024
93,South,Clothing,Q4,15,66.77,1001.55,861.5098268986916,140.04017310130837,0.1398,2024
94,South,Home,Q3,28,57.06,1597.68,1367.5865120051578,230.09348799484223,0.144,2024
95,South,Clothing,Q3,23,39.21,901.83,676.9944351631807,224.83556483681934,0.2493,2024
96,South,Books,Q2,11,54.38,598.1800000000001,424.5354138776621,173.64458612233796,0.2903,2024
97,South,Books,Q2,17,56.31,957.27,785.4289964401817,171.84100355981832,0.1795,2024
98,West,Electronics,Q2,26,23.97,623.22,388.088975620493,235.13102437950704,0.3773,2024
99,South,Electronics,Q3,19,81.14,1541.66,1238.218781891318,303.44121810868205,0.1968,2024
100,North,Home,Q4,19,47.27,898.1300000000001,630.8834896050573,267.2465103949428,0.2976,2024
101,East,Clothing,Q4,20,36.49,729.8000000000001,400.99616225362405,328.803837746376,0.4505,2024
102,South,Sports,Q3,21,50.3,1056.3,846.2512775139721,210.04872248602783,0.1989,2024
103,South,Electronics,Q4,15,36.22,543.3,412.5754864721152,130.72451352788477,0.2406,2024
104,West,Sports,Q3,20,23.61,472.2,251.66822769320558,220.5317723067944,0.467,2024
105,South,Sports,Q3,16,58.45,935.2,636.0739143998976,299.12608560010244,0.3199,2024
106,South,Clothing,Q4,21,50.64,1063.44,738.663175964542,324.77682403545805,0.3054,2024
107,South,Home,Q1,16,53.92,862.72,656.8791831971647,205.84081680283532,0.2386,2024
108,West,Clothing,Q1,30,24.63,738.9,569.9839524663685,168.9160475336315,0.2286,2024
109,South,Electronics,Q2,20,56.84,1136.8000000000002,655.0360806446523,481.76391935534787,0.4238,2024
110,East,Sports,Q4,16,46.59,745.44,382.76822348725096,362.6717765127491,0.4865,2024
111,West,Clothing,Q2,19,31.2,592.8,484.69057752903285,108.1094224709671,0.1824,2024
112,East,Clothing,Q3,21,36.35,763.35,681.3951202740825,81.95487972591752,0.1074,2024
113,West,Clothing,Q1,14,73.58,1030.12,902.668341266679,127.45165873332087,0.1237,2024
114,South,Electronics,Q4,20,43.44,868.8,608.4379006467698,260.3620993532302,0.2997,2024
115,East,Home,Q4,12,72.91,874.92,622.5695757329906,252.35042426700932,0.2884,2024
116,West,Clothing,Q4,21,35.62,748.02,652.4457547817838,95.57424521821622,0.1278,2024
117,North,Electronics,Q1,20,41.39,827.8,594.0777335409332,233.72226645906676,0.2823,2024
118,South,Sports,Q2,16,43.76,700.16,427.8439473965176,272.3160526034824,0.3889,2024
119,West,Books,Q1,20,61.62,1232.3999999999999,950.2251771235765,282.1748228764234,0.229,2024
120,North,Electronics,Q2,20,53.72,1074.4,742.2807309925652,332.1192690074349,0.3091,2024
121,West,Books,Q3,17,52.53,893.01,726.9102824758925,166.09971752410752,0.186,2024
122,North,Clothing,Q3,18,65.56,1180.08,959.7858630604458,220.29413693955416,0.1867,2024
123,South,Clothing,Q2,19,59.1,1122.9,981.8452218444119,141.05477815558822,0.1256,2024
124,East,Electronics,Q3,19,29.6,562.4,312.20406102848364,250.19593897151634,0.4449,2024
125,North,Books,Q3,24,64.32,1543.6799999999998,1093.7466315541687,449.9333684458311,0.2915,2024
126,West,Clothing,Q4,24,33.94,814.56,663.3323502609343,151.22764973906567,0.1857,2024
127,South,Sports,Q4,16,64.78,1036.48,698.5217761514268,337.9582238485732,0.3261,2024
128,North,Home,Q1,16,56.61,905.76,680.0025492319853,225.75745076801468,0.2492,2024
129,West,Home,Q1,26,58.52,1521.52,1258.0120439789061,263.50795602109383,0.1732,2024
130,West,Clothing,Q1,12,43.39,520.6800000000001,358.92898786029554,161.75101213970453,0.3107,2024
131,West,Books,Q4,22,33.76,742.7199999999999,492.655579708192,250.0644202918079,0.3367,2024
132,North,Clothing,Q1,21,47.73,1002.3299999999999,573.5560619254202,428.77393807457975,0.4278,2024
133,North,Books,Q1,16,54.39,870.24,722.1425171439163,148.09748285608373,0.1702,2024
134,North,Sports,Q4,23,58.6,1347.8,1102.920348353314,244.87965164668594,0.1817,2024
135,East,Books,Q2,25,42.26,1056.5,842.3053791020607,214.19462089793933,0.2027,2024
136,North,Clothing,Q4,28,39.88,1116.64,733.996930361637,382.64306963836304,0.3427,2024
137,North,Sports,Q2,24,45.23,1085.52,795.9860472762365,289.5339527237635,0.2667,2024
138,North,Electronics,Q4,19,61.98,1177.62,647.2137260127554,530.4062739872445,0.4504,2024
139,East,Home,Q1,11,22.94,252.34,158.420953293468,93.91904670653201,0.3722,2024
140,North,Clothing,Q3,19,45.8,870.1999999999999,586.6982243253183,283.50177567468165,0.3258,2024
141,West,Clothing,Q3,13,39.59,514.6700000000001,266.29833683102515,248.37166316897492,0.4826,2024
142,North,Clothing,Q2,20,57.46,1149.2,622.2171580948727,526.9828419051273,0.4586,2024
143,West,Sports,Q2,20,66.07,1321.3999999999999,1099.259180943275,222.14081905672492,0.1681,2024
144,West,Electronics,Q2,21,25.55,536.5500000000001,476.7147829809469,59.835217019053175,0.1115,2024
145,West,Books,Q3,14,54.77,766.7800000000001,482.1482472260731,284.63175277392696,0.3712,2024
146,East,Electronics,Q2,23,63.27,1455.21,789.7370208239693,665.4729791760308,0.4573,2024
147,East,Sports,Q4,11,35.28,388.08000000000004,339.2428243252573,48.83717567474275,0.1258,2024
148,East,Clothing,Q4,22,64.52,1419.4399999999998,1228.8441529066984,190.59584709330147,0.1343,2024
149,North,Home,Q3,20,35.08,701.5999999999999,534.5233844862727,167.07661551372723,0.2381,2024
150,West,Clothing,Q4,28,58.89,1648.92,1047.7835729207459,601.1364270792542,0.3646,2024
151,East,Books,Q2,23,67.59,1554.5700000000002,847.284339966976,707.2856600330242,0.455,2024
152,East,Home,Q3,13,38.63,502.19000000000005,439.81666319461993,62.37333680538012,0.1242,2024
153,North,Clothing,Q2,21,46.04,966.84,839.3642875201509,127.47571247984911,0.1318,2024
154,East,Home,Q4,16,66.7,1067.2,850.8581242752979,216.34187572470216,0.2027,2024
155,North,Electronics,Q2,17,14.51,246.67,215.47969343749477,31.190306562505214,0.1264,2024
156,South,Sports,Q3,20,57.3,1146.0,637.0661822054058,508.93381779459423,0.4441,2024
157,East,Clothing,Q2,12,76.97,923.64,502.1830148491906,421.4569851508094,0.4563,2024
158,South,Books,Q4,17,5.29,89.93,51.87307706703678,38.056922932963225,0.4232,2024
159,North,Electronics,Q1,23,66.16,1521.6799999999998,892.0041599003001,629.6758400996997,0.4138,2024
160,West,Clothing,Q3,18,62.37,1122.6599999999999,932.7818747996713,189.87812520032855,0.1691,2024
161,East,Electronics,Q2,15,49.19,737.8499999999999,640.9658423719985,96.88415762800139,0.1313,2024
162,North,Books,Q3,25,56.15,1403.75,822.9289792551109,580.8210207448891,0.4138,2024
163,West,Clothing,Q2,22,53.68,1180.96,809.0495951252072,371.9104048747928,0.3149,2024
164,West,Books,Q1,18,41.84,753.1200000000001,513.4726543482984,239.6473456517017,0.3182,2024
165,South,Home,Q4,26,68.56,1782.56,1018.1055709438491,764.4544290561508,0.4289,2024
166,North,Books,Q2,19,49.91,948.29,797.8332610766975,150.4567389233025,0.1587,2024
167,West,Home,Q2,15,55.9,838.5,594.4940959828988,244.00590401710122,0.291,2024
168,East,Clothing,Q1,24,35.6,854.4000000000001,620.7177349055946,233.68226509440547,0.2735,2024
169,East,Home,Q3,21,14.98,314.58,189.808507811592,124.77149218840799,0.3966,2024
170,South,Clothing,Q4,27,32.32,872.64,631.4976408490239,241.14235915097606,0.2763,2024
171,West,Clothing,Q2,13,77.44,1006.72,822.5063051504428,184.2136948495572,0.183,2024
172,North,Sports,Q2,18,59.66,1073.8799999999999,667.9239429908089,405.956057009191,0.378,2024
173,East,Clothing,Q4,15,43.52,652.8000000000001,355.9836348530814,296.81636514691866,0.4547,2024
174,West,Home,Q1,20,58.59,1171.8000000000002,859.6513086079548,312.1486913920454,0.2664,2024
175,West,Sports,Q3,18,56.34,1014.1200000000001,764.9834066581844,249.13659334181568,0.2457,2024
176,South,Sports,Q4,19,22.99,436.80999999999995,253.71043901931336,183.0995609806866,0.4192,2024
177,East,Clothing,Q3,17,62.75,1066.75,639.3265953361417,427.42340466385826,0.4007,2024
178,East,Books,Q1,15,21.38,320.7,179.98567477641822,140.71432522358177,0.4388,2024
179,North,Books,Q1,27,40.57,1095.39,951.4038241212504,143.9861758787497,0.1314,2024
180,East,Sports,Q4,27,35.3,953.0999999999999,557.7586964010453,395.3413035989546,0.4148,2024
181,North,Clothing,Q2,7,53.02,371.14000000000004,187.14929169474865,183.9907083052514,0.4957,2024
182,East,Books,Q1,21,53.16,1116.36,933.3451993032054,183.0148006967945,0.1639,2024
183,South,Clothing,Q1,24,4.92,118.08,96.97803971221423,21.101960287785772,0.1787,2024
184,East,Clothing,Q4,30,68.45,2053.5,1401.747826540164,651.7521734598361,0.3174,2024
185,North,Sports,Q4,30,50.94,1528.1999999999998,1251.3894031138161,276.8105968861837,0.1811,2024
186,North,Sports,Q4,17,64.44,1095.48,744.7584422017703,350.7215577982297,0.3202,2024
187,South,Electronics,Q1,17,50.5,858.5,506.3482727284107,352.1517272715893,0.4102,2024
188,East,Books,Q3,21,52.64,1105.44,741.1110998575434,364.32890014245663,0.3296,2024
189,East,Books,Q1,24,28.48,683.52,474.8753271109168,208.64467288908315,0.3053,2024
190,South,Books,Q4,22,38.33,843.26,424.6668874168906,418.5931125831094,0.4964,2024
191,East,Home,Q2,20,46.77,935.4000000000001,510.10337063849846,425.29662936150163,0.4547,2024
192,East,Clothing,Q2,24,60.44,1450.56,1232.8397046984164,217.72029530158352,0.1501,2024
193,North,Sports,Q4,25,43.24,1081.0,710.184754463864,370.815245536136,0.343,2024
194,East,Books,Q2,14,39.21,548.94,347.25223576217354,201.6877642378265,0.3674,2024
195,East,Electronics,Q1,22,36.45,801.9000000000001,685.8992438275997,116.00075617240043,0.1447,2024
196,South,Books,Q3,16,55.38,886.08,497.8244359621587,388.25556403784134,0.4382,2024
197,South,Clothing,Q1,11,48.63,534.9300000000001,313.8942082208949,221.03579177910518,0.4132,2024
198,West,Clothing,Q4,19,36.76,698.4399999999999,580.5295058934624,117.9104941065375,0.1688,2024
199,North,Sports,Q1,26,47.1,1224.6000000000001,749.2860477829615,475.3139522170386,0.3881,2024
200,East,Home,Q2,15,38.71,580.65,437.39952486303144,143.25047513696853,0.2467,2024
201,East,Sports,Q1,16,35.33,565.28,449.86602674525676,115.41397325474321,0.2042,2024
202,West,Books,Q3,24,26.03,624.72,368.0151295019134,256.7048704980866,0.4109,2024
203,East,Electronics,Q2,24,29.62,710.88,427.49702022047603,283.38297977952396,0.3986,2024
204,North,Sports,Q3,14,49.21,688.94,486.74853741417974,202.19146258582032,0.2935,2024
205,West,Home,Q3,23,19.6,450.8,368.2519752895748,82.54802471042524,0.1831,2024
206,North,Sports,Q3,19,37.36,709.84,512.3277401318567,197.51225986814336,0.2782,2024
207,West,Clothing,Q1,22,59.71,1313.6200000000001,692.1917782523979,621.4282217476023,0.4731,2024
208,West,Books,Q1,21,64.73,1359.3300000000002,870.426401247897,488.9035987521031,0.3597,2024
209,South,Books,Q1,14,55.55,777.6999999999999,491.7048294746058,285.99517052539414,0.3677,2024
210,North,Books,Q1,28,62.24,1742.72,1434.329597753121,308.3904022468789,0.177,2024
211,East,Books,Q2,16,50.29,804.64,495.54998309900435,309.09001690099564,0.3841,2024
212,East,Books,Q1,23,34.21,786.83,677.0569713717758,109.77302862822421,0.1395,2024
213,North,Books,Q2,29,60.29,1748.41,1108.4808940676353,639.9291059323648,0.366,2024
214,East,Electronics,Q3,10,57.3,573.0,330.989598624622,242.01040137537802,0.4224,2024
215,East,Home,Q2,15,41.9,628.5,449.9908931566321,178.50910684336787,0.284,2024
216,North,Books,Q4,23,40.66,935.18,612.1266649419472,323.05333505805277,0.3454,2024
217,West,Home,Q1,18,49.32,887.76,673.8419182305505,213.9180817694495,0.241,2024
218,North,Books,Q4,21,67.0,1407.0,1218.8632455076715,188.13675449232846,0.1337,2024
219,West,Sports,Q2,31,44.36,1375.16,1205.066678917948,170.09332108205217,0.1237,2024
220,East,Books,Q1,27,4.41,119.07000000000001,70.36392103749262,48.70607896250739,0.4091,2024
221,East,Clothing,Q4,23,56.5,1299.5,734.0986118549188,565.4013881450812,0.4351,2024
222,East,Electronics,Q1,20,33.36,667.2,584.4557425826387,82.74425741736138,0.124,2024
223,South,Sports,Q2,25,56.68,1417.0,1168.984081297136,248.01591870286393,0.175,2024
224,West,Sports,Q4,19,56.1,1065.9,644.5181762605096,421.3818237394905,0.3953,2024
225,South,Clothing,Q2,20,73.08,1461.6,1201.4085308236877,260.19146917631224,0.178,2024
226,South,Books,Q4,22,48.51,1067.22,849.9573202030966,217.2626797969034,0.2036,2024
227,North,Electronics,Q3,20,57.44,1148.8,690.9168096744855,457.8831903255144,0.3986,2024
228,South,Sports,Q3,22,52.01,1144.22,986.6766305060692,157.54336949393087,0.1377,2024
229,North,Electronics,Q3,22,63.18,1389.96,873.8982336623516,516.0617663376485,0.3713,2024
230,North,Sports,Q3,17,3.25,55.25,38.23695765622675,17.01304234377325,0.3079,2024
231,South,Books,Q3,10,39.84,398.40000000000003,296.2919179628887,102.10808203711133,0.2563,2024
232,West,Sports,Q2,17,46.3,787.0999999999999,453.7673229331971,333.33267706680283,0.4235,2024
233,West,Sports,Q3,18,50.7,912.6,679.4445750565288,233.1554249434712,0.2555,2024
234,West,Home,Q2,17,31.79,540.43,422.89122538155925,117.5387746184407,0.2175,2024
235,West,Books,Q3,21,54.45,1143.45,618.1706063502668,525.2793936497333,0.4594,2024
236,West,Clothing,Q1,13,63.23,821.99,535.7232219576512,286.26677804234885,0.3483,2024
237,South,Clothing,Q3,24,39.61,950.64,708.0593347147308,242.58066528526922,0.2552,2024
238,South,Books,Q1,14,35.42,495.88,431.65697240045716,64.22302759954283,0.1295,2024
239,East,Clothing,Q2,21,55.93,1174.53,1005.8597288993396,168.67027110066033,0.1436,2024
240,West,Books,Q3,18,52.39,943.02,535.5098686588436,407.51013134115635,0.4321,2024
241,South,Clothing,Q4,19,53.5,1016.5,756.4825102179319,260.0174897820681,0.2558,2024
242,East,Home,Q2,19,28.22,536.18,289.1120805805511,247.06791941944886,0.4608,2024
243,West,Clothing,Q3,21,91.04,1911.8400000000001,1180.6597679583704,731.1802320416298,0.3824,2024
244,North,Sports,Q2,22,12.98,285.56,211.0025984208522,74.55740157914781,0.2611,2024
245,East,Books,Q4,16,62.98,1007.68,536.6358531160532,471.0441468839467,0.4675,2024
246,South,Electronics,Q3,23,39.24,902.5200000000001,772.1463147231121,130.37368527688795,0.1445,2024
247,North,Electronics,Q4,30,95.33,2859.9,2378.279856665831,481.6201433341689,0.1684,2024
248,North,Books,Q3,17,56.59,962.0300000000001,663.1811420980818,298.84885790191834,0.3106,2024
249,North,Home,Q1,20,66.0,1320.0,919.6462466536495,400.35375334635046,0.3033,2024
250,East,Clothing,Q2,15,57.47,862.05,734.9365478594259,127.11345214057405,0.1475,2024
251,South,Home,Q4,17,13.34,226.78,117.96527305882265,108.81472694117736,0.4798,2024
252,North,Electronics,Q2,18,51.69,930.42,518.7578741184223,411.6621258815777,0.4424,2024
253,West,Books,Q4,23,55.41,1274.4299999999998,794.2270167470672,480.20298325293265,0.3768,2024
254,North,Books,Q2,20,57.1,1142.0,737.4507348035147,404.5492651964853,0.3542,2024
255,North,Home,Q2,20,67.75,1355.0,1212.696153456518,142.303846543482,0.105,2024
256,East,Home,Q2,11,53.41,587.51,328.4091328677955,259.1008671322045,0.441,2024
257,East,Clothing,Q1,16,62.07,993.12,616.96741040037,376.15258959963,0.3788,2024
258,South,Sports,Q3,25,38.59,964.7500000000001,801.8808773530849,162.86912264691523,0.1688,2024
259,West,Sports,Q1,23,23.53,541.19,440.38896413935663,100.80103586064342,0.1863,2024
260,East,Clothing,Q2,15,36.14,542.1,413.04045544574507,129.05954455425496,0.2381,2024
261,North,Sports,Q4,22,38.86,854.92,539.8141824312535,315.1058175687465,0.3686,2024
262,South,Electronics,Q2,19,36.16,687.04,375.88698160877726,311.1530183912227,0.4529,2024
263,North,Sports,Q3,20,31.65,633.0,565.5339851426575,67.46601485734254,0.1066,2024
264,North,Clothing,Q1,20,35.64,712.8,428.0866987799601,284.71330122003985,0.3994,2024
265,East,Sports,Q3,18,43.39,781.02,654.381195692794,126.63880430720599,0.1621,2024
266,South,Books,Q4,15,34.7,520.5,446.59071096464066,73.90928903535934,0.142,2024
267,West,Home,Q3,17,88.51,1504.67,1017.6983998393131,486.971600160687,0.3236,2024
268,West,Electronics,Q1,17,29.0,493.0,414.28380459798393,78.71619540201607,0.1597,2024
269,East,Books,Q4,14,56.6,792.4,484.64356433934006,307.7564356606599,0.3884,2024
270,East,Books,Q3,19,41.89,795.91,681.2706661461865,114.63933385381347,0.144,2024
271,South,Clothing,Q1,23,58.05,1335.1499999999999,1007.2191706597813,327.93082934021857,0.2456,2024
272,West,Home,Q1,27,46.37,1251.99,723.3358209398734,528.6541790601266,0.4223,2024
273,West,Home,Q2,17,62.76,1066.92,869.1331187250227,197.78688127497742,0.1854,2024
274,West,Electronics,Q3,28,44.01,1232.28,1066.5099144550384,165.7700855449616,0.1345,2024
275,North,Clothing,Q4,25,51.31,1282.75,934.0625151695456,348.6874848304544,0.2718,2024
276,West,Electronics,Q2,18,16.89,304.02,244.47743244825494,59.54256755174504,0.1959,2024
277,North,Sports,Q3,21,29.38,616.98,504.639637934795,112.340362065205,0.1821,2024
278,South,Books,Q3,23,26.69,613.87,500.2805715878712,113.58942841212883,0.185,2024
279,North,Electronics,Q4,22,72.75,1600.5,1091.1705895696257,509.3294104303743,0.3182,2024
280,South,Books,Q2,20,63.98,1279.6,1018.5322273626326,261.0677726373673,0.204,2024
281,West,Clothing,Q2,24,52.92,1270.08,913.7110684269796,356.3689315730203,0.2806,2024
282,West,Sports,Q4,26,65.68,1707.6800000000003,1137.0824214956367,570.5975785043636,0.3341,2024
283,South,Clothing,Q2,25,34.79,869.75,492.56121102472645,377.18878897527355,0.4337,2024
284,East,Sports,Q1,11,72.31,795.4100000000001,686.9282115624824,108.48178843751771,0.1364,2024
285,South,Sports,Q4,16,51.45,823.2,548.2220069400009,274.9779930599991,0.334,2024
286,East,Books,Q3,18,46.43,835.74,497.9557912811286,337.7842087188714,0.4042,2024
287,North,Clothing,Q4,24,65.22,1565.28,934.3442803950895,630.9357196049104,0.4031,2024
288,North,Clothing,Q1,24,64.33,1543.92,921.4659643216667,622.4540356783334,0.4032,2024
289,North,Electronics,Q4,21,28.71,602.91,302.05152965359036,300.8584703464096,0.499,2024
290,West,Clothing,Q3,15,62.93,943.95,637.4377864627952,306.51221353720484,0.3247,2024
291,North,Electronics,Q3,23,47.41,1090.4299999999998,933.7079862302139,156.72201376978592,0.1437,2024
292,East,Home,Q4,22,54.16,1191.52,607.7449841677851,583.7750158322149,0.4899,2024
293,North,Home,Q4,23,43.82,1007.86,889.5765332397701,118.28346676022989,0.1174,2024
